event_id,event_title,market_question,category,category_source,resolution,neg_risk,snap_7d_pre,snap_24h_pre,snap_final,break_confidence,market_volume_usd,wrong_side_exposure_usd,end_date,bracket_pattern,in_iran_cluster
29380,Ethereum price on July 4?,Will the price of Ethereum be between $2400 and $2500 on July 4?,Crypto,inferred,YES,True,,0.0950,0.0165,0.9835,789010.94,775992.25,2025-07-04,other,false
30375,LIV Golf Andalucia Winner ,Will Talor Gooch win the 2025 LIV Golf Andalucia tournament?,Sports,inferred,YES,True,0.0250,0.0480,0.0655,0.9750,23540.95,22952.43,2025-07-13,other,false
30392,F1 British Grand Prix: 3rd Place ,Will Nico Hulkenberg finish in 3rd place at the 2025 F1 British Grand Prix?,Sports,inferred,YES,True,,0.0705,0.0410,0.9590,6531.16,6263.39,2025-07-06,other,false
30826,NBA 2K26 Summer League winner ,Will the Charlotte Hornets win the 2025 NBA 2K26 Summer League?,Sports,inferred,YES,True,0.0370,0.2550,0.3250,0.9630,8150.00,7848.45,2025-07-21,other,false
31223,PGA TOUR: Scottish Open: First Round Leader ,Will Sepp Straka be the first round leader at the 2025 Genesis Scottish Open?,Sports,inferred,YES,True,,0.0110,0.2510,0.9890,3197.46,3162.29,2025-07-11,other,false
31753,FIFA Club World Cup: Chelsea vs. PSG – Exact Score ,Will Chelsea win 3-0?,Sports,inferred,YES,True,,0.0350,0.0125,0.9875,9336.19,9219.48,2025-07-13,other,false
31934,Highest temperature in NYC on July 14?,Will the highest temperature in New York City be 88°F or higher on July 14?,Other,inferred,YES,True,,0.1500,0.0350,0.9650,16801.28,16213.24,2025-07-14,other,false
32229,What will Trump say this week (July 12 - July 18)?,"Will Trump say ""BRICS"" this week?",Politics,inferred,YES,False,,0.2250,0.0300,0.9700,31306.80,30367.60,2025-07-19,other,false
32275,Open Championship - First Round Leader ,Will Harris English be the first round leader at the 2025 Open Championship?,Politics,inferred,YES,True,,0.0110,0.2510,0.9890,2206.00,2181.73,2025-07-18,other,false
32293,Open Championship – Top LIV Player ,Will Bryson DeChambeau have the best finish at the 2025 Open Championship?,Other,inferred,YES,True,,0.0400,0.2500,0.9600,1719.21,1650.44,2025-07-20,other,false
32781,Will Trump meet with Jerome Powell by July 31?,Will Trump meet with Jerome Powell by July 31?,Politics,inferred,YES,False,0.0500,0.5500,0.5500,0.9500,35281.34,33517.27,2025-07-31,other,false
32952,What will be said during Google Q2 2025 earnings call?,"Will anyone say ""DeepMind"" during the Q2 2025 Google earnings call?",Other,inferred,NO,False,,,0.9650,0.9650,7556.35,7291.88,2025-07-23,other,false
32960,Highest temperature in London on July 21?,Will the highest temperature in London be 76°F or higher on July 21?,Other,inferred,YES,True,,0.1395,0.0165,0.9835,20769.85,20427.15,2025-07-21,other,false
33233,Trump approval rating on July 25?,Will Trump’s approval rating be 44.5–44.9% on July 25?,Politics,inferred,YES,True,,0.0095,0.0060,0.9940,38714.75,38482.46,2025-07-25,other,false
33293,UFC Fight Night – Parlay Card ,UFC Fight Night: Salikhov and Buday,Sports,inferred,YES,False,,0.0650,0.0450,0.9550,2997.99,2863.08,2025-07-27,other,false
33319,PGA TOUR – 3M Open Winner ,Will Kurt Kitayama win the 2025 PGA TOUR 3M Open?,Sports,inferred,YES,True,,0.0135,0.1235,0.9865,34570.92,34104.21,2025-07-28,other,false
34072,Highest temperature in NYC on July 27?,Will the highest temperature in New York City be 86°F or higher on July 27?,Other,inferred,YES,True,,0.1800,0.0350,0.9650,102538.30,98949.46,2025-07-27,other,false
34048,Bolivia Chamber of Deputies Election Winner,Will PDC win the most seats in the next Bolivia Chamber of Deputies election?,Politics,inferred,YES,True,0.0035,0.0035,0.0105,0.9965,244448.62,243593.05,2025-08-17,other,false
34049,Bolivia Senate Election Winner,Will PDC win the most seats in the next Bolivia Senate election?,Politics,inferred,YES,True,0.0030,0.0030,0.0015,0.9985,77652.88,77536.40,2025-08-17,other,false
34430,F1 Hungarian Grand Prix – Pole Winner ,Will Charles Leclerc win the 2025 F1 Hungarian Grand Prix pole?,Sports,inferred,YES,True,,0.0700,0.0450,0.9550,374218.34,357378.52,2025-08-03,other,false
34576,Nothing Ever Happens: August,Nothing Ever Happens: August,Other,inferred,NO,False,0.9660,0.9660,0.9660,0.9660,172203.58,166348.66,2025-08-31,other,false
34758,"""The Bad Guys 2"" Opening Weekend Box Office","Will ""The Bad Guys 2"" Opening Weekend Box Office be between $19m and $22m?",Entertainment,inferred,YES,True,,0.1355,0.0355,0.9645,62924.53,60690.71,2025-08-04,other,false
34758,"""The Bad Guys 2"" Opening Weekend Box Office","Will ""The Bad Guys 2"" Opening Weekend Box Office be between $22m and $25m?",Entertainment,inferred,NO,True,,0.8100,0.9640,0.9640,33086.91,31895.78,2025-08-04,other,false
35137,Highest temperature in NYC on August 5?,Will the highest temperature in New York City be between 81-82°F on August 5?,Other,inferred,YES,True,,0.1050,0.0150,0.9850,10317.36,10162.59,2025-08-05,other,false
35539,PGA TOUR FedEx St. Jude Championship – Winner ,Will Justin Rose win the 2025 FedEx St. Jude Championship?,Sports,inferred,YES,True,,0.0245,0.1505,0.9755,138916.40,135512.95,2025-08-11,other,false
35540,PGA TOUR FedEx St. Jude – First Round Leader ,Will Akshay Bhatia be the first round leader at the 2025 FedEx St. Jude Championship?,Sports,inferred,YES,True,,0.0110,0.4645,0.9890,202.00,199.78,2025-08-08,other,false
35685,What price will Bitcoin hit August 4-10?,Will Bitcoin reach $121K August 4–10?,Crypto,inferred,YES,False,,,0.0400,0.9600,73153.12,70227.00,2025-08-11,crypto_price_bracket,false
35685,What price will Bitcoin hit August 4-10?,Will Bitcoin reach $122K August 4–10?,Crypto,inferred,YES,False,,0.0195,0.0110,0.9890,539006.08,533077.02,2025-08-11,crypto_price_bracket,false
35685,What price will Bitcoin hit August 4-10?,Will Bitcoin reach $120K August 4–10?,Crypto,inferred,YES,False,,0.0115,0.2720,0.9885,625992.22,618793.31,2025-08-11,crypto_price_bracket,false
35718,Chess – Sinquefield Cup Winner ,Will Wesley So win the Sinquefield Cup 2025 chess tournament?,Other,inferred,YES,True,0.0165,0.9995,0.9995,0.9835,17944.57,17648.49,2025-08-31,other,false
36059,Solana above ___ on August 13?,Solana above $190 on August 13?,Crypto,inferred,YES,False,,0.0420,0.9940,0.9580,91366.50,87529.11,2025-08-13,crypto_price_bracket,false
36098,Bolivia Presidential Election Margin of Victory: First Round,Will another person win the Bolivian election?,Politics,inferred,YES,True,,0.0600,0.0450,0.9550,39120.63,37360.20,2025-08-17,other,false
36349,Highest temperature in NYC on August 10?,Will the highest temperature in New York City be between 89-90°F on August 10?,Other,inferred,YES,True,,0.0245,0.0535,0.9755,4719.37,4603.74,2025-08-10,other,false
36714,Which pair advances to Bolivia runoff election?,Will another pairing advance to the Bolivian presidential runoff?,Politics,inferred,YES,True,,0.0480,0.0360,0.9640,312131.86,300895.11,2025-08-17,other,false
37011,PGA TOUR BMW Championship - First Round Leader ,Will Robert MacIntyre be the first round leader at the 2025 BMW Championship?,Sports,inferred,YES,True,,0.0150,0.0150,0.9850,3204.85,3156.78,2025-08-15,other,false
37130,Highest temperature in NYC on August 14?,Will the highest temperature in New York City be between 89-90°F on August 14?,Other,inferred,YES,True,,0.2800,0.0500,0.9500,4065.21,3861.95,2025-08-14,other,false
37330,Ethereum all time high by August 22?,Ethereum all time high by August 22?,Crypto,inferred,YES,False,0.3150,0.0090,0.0035,0.9965,242858.96,242008.95,2025-08-23,other,false
37337,Samoa Legislative Assembly Election Winner,Will FAST win the most seats in the 2025 Samoa Legislative Assembly election?,Politics,inferred,YES,True,0.4000,0.0500,0.0450,0.9550,29326.21,28006.53,2025-08-29,other,false
37380,Highest temperature in London on August 16?,Will the highest temperature in London be between 69-70°F on August 16?,Other,inferred,YES,True,,0.0150,0.0110,0.9890,14015.57,13861.40,2025-08-16,other,false
37947,Bitcoin above ___ on August 22?,Bitcoin above $116K on August 22?,Crypto,inferred,YES,False,,0.1000,0.0030,0.9970,925148.65,922373.20,2025-08-22,crypto_price_bracket,false
37948,Ethereum above ___ on August 22?,Ethereum above $4500 on August 22?,Crypto,inferred,YES,False,,0.0800,0.0170,0.9830,496452.49,488012.80,2025-08-22,crypto_price_bracket,false
37948,Ethereum above ___ on August 22?,Ethereum above $4600 on August 22?,Crypto,inferred,YES,False,,0.0295,0.0035,0.9965,370764.44,369466.76,2025-08-22,crypto_price_bracket,false
37949,Solana above ___ on August 22?,Solana above $190 on August 22?,Crypto,inferred,YES,False,,0.2450,0.0185,0.9815,91556.27,89862.48,2025-08-22,crypto_price_bracket,false
37950,XRP above ___ on August 22?,XRP above $3.00 on August 22?,Crypto,inferred,YES,False,,0.4850,0.0250,0.9750,15090.55,14713.29,2025-08-22,crypto_price_bracket,false
37960,Bitcoin price on August 22?,Will the price of Bitcoin be between $116K and $118K on August 22?,Crypto,inferred,YES,True,,0.0850,0.0105,0.9895,206964.25,204791.12,2025-08-22,other,false
37962,Solana price on August 22?,Will the price of Solana be between $190 and $200 on August 22?,Crypto,inferred,YES,True,,0.1850,0.0240,0.9760,58841.32,57429.13,2025-08-22,other,false
37964,Ethereum price on August 22?,Will the price of Ethereum be between $4600 and $4700 on August 22?,Crypto,inferred,YES,True,,0.0235,0.0025,0.9975,138541.98,138195.63,2025-08-22,other,false
38111,What price will Bitcoin hit on August 17?,Will Bitcoin dip to 116k on August 17?,Crypto,inferred,YES,False,,,0.0450,0.9550,3752.56,3583.69,2025-08-18,crypto_price_bracket,false
38135,PGA TOUR Championship - First Round Leader ,Will Russell Henley be the first round leader at the 2025 Tour Championship?,Sports,inferred,YES,True,,0.0315,0.2515,0.9685,3719.60,3602.43,2025-08-22,other,false
38180,Highest temperature in NYC on August 20?,Will the highest temperature in New York City be 70°F or below on August 20?,Other,inferred,YES,True,,0.0200,0.0430,0.9800,56806.25,55670.12,2025-08-20,other,false
38314,"Bitcoin above ___ on August 19, 4PM ET?",Bitcoin above $113.5K on August 19 at 4PM ET?,Crypto,inferred,NO,False,,,0.9550,0.9550,175573.17,167672.38,2025-08-19,crypto_price_bracket,false
38881,"Ethereum Price - August 22, 4PM ET",Will the price of Ethereum be greater than $4600 on August 22 at 4PM ET?,Crypto,inferred,YES,True,,,0.0125,0.9875,36510.61,36054.23,2025-08-22,other,false
38882,"Bitcoin above ___ on August 22, 4PM ET?",Bitcoin above $116K on August 22 at 4PM ET?,Crypto,inferred,YES,False,,,0.0205,0.9795,65361.72,64021.80,2025-08-22,crypto_price_bracket,false
39367,"Bitcoin Price - August 24, 4PM ET",Will the price of Bitcoin be less than $113K on August 24 at 4PM ET?,Crypto,inferred,YES,True,,,0.0230,0.9770,28497.74,27842.29,2025-08-24,other,false
39369,"Bitcoin above ___ on August 24, 4PM ET?",Bitcoin above $112.5K on August 24 at 4PM ET?,Crypto,inferred,NO,False,,,0.9870,0.9870,61958.55,61153.09,2025-08-24,crypto_price_bracket,false
39369,"Bitcoin above ___ on August 24, 4PM ET?",Bitcoin above $113K on August 24 at 4PM ET?,Crypto,inferred,NO,False,,,0.9760,0.9760,51249.06,50019.09,2025-08-24,crypto_price_bracket,false
40057,CS2: BLAST Open London 2025,Will G2 win the BLAST Open London 2025 tournament?,Other,inferred,YES,True,,0.0250,0.0170,0.9830,368097.94,361840.27,2025-09-01,other,false
31574, James Comey indicted before October?, James Comey indicted before October?,Other,inferred,YES,False,0.0090,0.9995,0.9995,0.9910,96303.44,95436.71,2025-09-30,other,false
34012,Will Metaplanet hold 20k+ BTC by August 31?,Will Metaplanet hold 20k+ BTC by August 31?,Crypto,inferred,YES,False,0.4300,0.0295,0.0350,0.9705,10744.19,10427.24,2025-09-01,other,false
37215,Fantasy Football: WR Points Leader - Week 1 ,Will Zay Flowers record the most fantasy points in Week 1?,Other,inferred,YES,True,0.0110,0.0105,0.5290,0.9895,3249.53,3215.41,2025-09-09,other,false
39655,When will Bryson DeChambeau complete the Bentley shot?,Will Bryson DeChambeau complete the shot on Day 12?,Other,inferred,YES,True,0.0240,0.0240,0.0240,0.9760,7845.48,7657.19,2025-10-01,other,false
39880,Who will Trump meet with in September?,Will Trump meet with Elon Musk in September?,Politics,inferred,YES,False,0.0280,0.0280,0.0280,0.9720,44879.83,43623.19,2025-09-30,other,false
40677,Will Trump sign an executive order on...? (August 30 - September 5),Will Donald Trump sign an executive order on September 4?,Politics,inferred,YES,False,,0.2950,0.0100,0.9900,17490.03,17315.13,2025-09-05,other,false
41144,Successful Houthi attack on shipping by September 30?,Successful Houthi attack on shipping by September 30?,Other,inferred,YES,False,0.1350,0.0950,0.0335,0.9665,47396.67,45808.88,2025-09-30,other,false
41369,How many seats will the Progress Party (FrP) win in Norwegian Election?,Will the Progress Party (FrP) win more than 46 seats in the Norwegian election?,Politics,inferred,YES,True,,0.0360,0.1140,0.9640,4649.71,4482.32,2025-09-08,other,false
41526,"Ethereum above ___ on September 3, 12PM ET?","Will the price of Ethereum be above $4,475 on September 3 at 12PM ET?",Crypto,inferred,YES,False,,,0.0400,0.9600,9367.07,8992.39,2025-09-03,crypto_price_bracket,false
41787,"Ethereum above ___ on September 4, 12PM ET?","Will the price of Ethereum be above $4,300 on September 4 at 12PM ET?",Crypto,inferred,NO,False,,,0.9600,0.9600,3316.40,3183.75,2025-09-04,crypto_price_bracket,false
42225,Highest temperature in London on September 7?,Will the highest temperature in London be between 78-79°F on September 7?,Other,inferred,YES,True,,0.0265,0.2365,0.9735,7137.62,6948.47,2025-09-07,other,false
42232,What will Trump say this week (September 8 - 14)?,"Will Trump say ""Tren de Aragua"" this week? (September 8-14)",Politics,inferred,YES,False,,0.2400,0.0250,0.9750,1006.79,981.62,2025-09-14,other,false
42281,What will Oracle say during their next earnings call?,"Will anyone say ""Stargate"" during Oracle's 1st Quarter Fiscal Year 2026 Earnings Announcement?",Other,inferred,NO,False,,0.9350,0.9600,0.9600,1751.00,1680.96,2025-09-09,other,false
42576,Highest temperature in NYC on September 10?,Will the highest temperature in New York City be between 73-74°F on September 10?,Other,inferred,YES,True,,0.1900,0.0075,0.9925,14715.75,14605.38,2025-09-10,other,false
43002,"Ethereum Price - September 10, 12PM ET","Will the price of Ethereum be between $4,400 and $4,425 on September 10 at 12PM ET?",Crypto,inferred,YES,True,,,0.0500,0.9500,2306.55,2191.23,2025-09-10,other,false
44721,What price will Ethereum hit September 15-21?,"Will Ethereum dip to $4,300 September 15-21?",Crypto,inferred,YES,False,,0.0375,0.0245,0.9755,61547.57,60039.65,2025-09-22,crypto_price_bracket,false
44962,Ethereum above ___ on September 22?,"Will the price of Ethereum be above $4,200 on September 22?",Crypto,inferred,NO,False,,0.9840,0.3750,0.9840,40902.89,40248.45,2025-09-22,crypto_price_bracket,false
44971,Ethereum price on September 22?,"Will the price of Ethereum be between $4,100 and $4,200 on September 22?",Crypto,inferred,YES,True,,0.0160,0.4950,0.9840,17896.30,17609.96,2025-09-22,other,false
45227,"Elon Musk musk # tweets September 19 - September 26, 2025?","Will Elon Musk post 120-139 tweets from September 19 to September 26, 2025?",Tech,inferred,YES,True,0.0320,0.5520,0.9305,0.9680,267892.43,259319.87,2025-09-26,musk_tweet_bracket,false
47165,Hangzhou Open: Yibing Wu vs Daniil Medvedev,Hangzhou Open: Yibing Wu vs Daniil Medvedev,Other,inferred,YES,False,0.2450,0.0450,0.0450,0.9550,19644.75,18760.74,2025-09-28,other,false
48180,Solana above ___ on September 29?,Will the price of Solana be above $210 on September 29?,Crypto,inferred,YES,False,,0.0500,0.1540,0.9500,61445.14,58372.89,2025-09-29,crypto_price_bracket,false
50152,Highest temperature in NYC on September 29?,Will the highest temperature in New York City be 74°F or below on September 29?,Other,inferred,YES,True,,0.0450,0.0225,0.9775,43726.72,42742.87,2025-09-29,other,false
50260,Solana Up or Down on September 28?,Solana Up or Down on September 28?,Crypto,inferred,YES,False,,0.5000,0.0405,0.9595,75205.41,72159.60,2025-09-28,other,false
31406,Nobel Peace Prize Winner 2025 ,Will María Corina Machado win the Nobel Peace Prize in 2025?,Other,inferred,YES,True,0.0070,0.0075,0.0185,0.9930,2243005.86,2227304.82,2025-10-10,other,false
37579,'The Life of a Showgirl' first week album sales?,Will The Life of a Showgirl’s first-week album sales be 4000000 or more?,Entertainment,inferred,YES,True,0.0150,0.5125,0.5845,0.9850,448650.58,441920.82,2025-10-10,other,false
39637,Turnout in 2025 Czech Parliamentary Election?,Will turnout be between 66% and 69% in the Czech election?,Politics,inferred,YES,True,0.0445,0.3700,0.3795,0.9555,26453.84,25276.64,2025-10-03,other,false
48228,F1 Singapore Grand Prix – Pole Winner,Will George Russell win the 2025 F1 Singapore Grand Prix pole?,Sports,inferred,YES,True,0.1000,0.0495,0.0670,0.9505,9965.23,9471.95,2025-10-05,other,false
48235,F1 Singapore Grand Prix Winner,Will George Russell win the 2025 F1 Singapore Grand Prix?,Sports,inferred,YES,True,0.0345,0.0250,0.0290,0.9750,213649.50,208308.26,2025-10-05,other,false
49333,Bitcoin price on October 1?,"Will the price of Bitcoin be between $116,000 and $118,000 on October 1?",Crypto,inferred,YES,True,,0.0440,0.7770,0.9560,148315.16,141789.30,2025-10-01,other,false
49338,Bitcoin above ___ on October 1?,"Will the price of Bitcoin be above $116,000 on October 1?",Crypto,inferred,YES,False,,0.0455,0.8520,0.9545,169387.44,161680.31,2025-10-01,crypto_price_bracket,false
51767,Penn State vs. UCLA,Penn State vs. UCLA,Other,inferred,NO,False,,0.9550,0.9550,0.9550,240776.54,229941.60,2025-10-04,other,false
52056,What will Trump say in October?,"Will Trump say ""Chile"" or ""New Zealand"" or ""Albania"" in October?",Politics,inferred,YES,False,0.2450,0.0400,0.9800,0.9600,7403.27,7107.14,2025-10-31,other,false
52068,Bitcoin price on October 7?,"Will the price of Bitcoin be between $120,000 and $122,000 on October 7?",Crypto,inferred,YES,True,,0.1300,0.0270,0.9730,67275.99,65459.53,2025-10-07,other,false
52068,Bitcoin price on October 7?,"Will the price of Bitcoin be greater than $122,000 on October 7?",Crypto,inferred,NO,True,,0.8200,0.9725,0.9725,60501.91,58838.11,2025-10-07,other,false
52081,Ethereum price on October 7?,"Will the price of Ethereum be between $4,500 and $4,600 on October 7?",Crypto,inferred,YES,True,,0.3000,0.0430,0.9570,14341.64,13724.95,2025-10-07,other,false
52081,Ethereum price on October 7?,"Will the price of Ethereum be greater than $4,600 on October 7?",Crypto,inferred,NO,True,,0.4100,0.9600,0.9600,37338.34,35844.81,2025-10-07,other,false
52083,Bitcoin above ___ on October 7?,"Will the price of Bitcoin be above $122,000 on October 7?",Crypto,inferred,NO,False,,0.8250,0.9720,0.9720,156753.47,152364.37,2025-10-07,crypto_price_bracket,false
52100,XRP price on October 7?,Will the price of XRP be between $2.80 and $2.90 on October 7?,Crypto,inferred,YES,True,,0.1500,0.0400,0.9600,41568.09,39905.37,2025-10-07,other,false
52101,XRP above ___ on October 7?,Will the price of XRP be above $2.90 on October 7?,Crypto,inferred,NO,False,,0.8050,0.9655,0.9655,12941.15,12494.68,2025-10-07,crypto_price_bracket,false
52657,Ethereum price on October 8?,"Will the price of Ethereum be between $4,400 and $4,500 on October 8?",Crypto,inferred,YES,True,,0.0350,0.5245,0.9650,24156.14,23310.68,2025-10-08,other,false
53578,Ethereum above ___ on October 10?,"Will the price of Ethereum be above $4,100 on October 10?",Crypto,inferred,NO,False,,0.9690,0.9865,0.9865,141815.33,139900.82,2025-10-10,crypto_price_bracket,false
53578,Ethereum above ___ on October 10?,"Will the price of Ethereum be above $4,200 on October 10?",Crypto,inferred,NO,False,,0.8890,0.9855,0.9855,125434.97,123616.17,2025-10-10,crypto_price_bracket,false
53581,Bitcoin price on October 10?,"Will the price of Bitcoin be between $118,000 and $120,000 on October 10?",Crypto,inferred,YES,True,,0.0950,0.0500,0.9500,97347.45,92480.08,2025-10-10,other,false
53610,Ethereum price on October 10?,"Will the price of Ethereum be less than $4,100 on October 10?",Crypto,inferred,YES,True,,0.0335,0.0030,0.9970,59334.99,59156.98,2025-10-10,other,false
54081,Ethereum above ___ on October 11?,"Will the price of Ethereum be above $4,000 on October 11?",Crypto,inferred,NO,False,,0.9925,0.1915,0.9925,112619.65,111775.00,2025-10-11,crypto_price_bracket,false
54081,Ethereum above ___ on October 11?,"Will the price of Ethereum be above $4,100 on October 11?",Crypto,inferred,NO,False,,0.9825,0.1285,0.9825,45497.52,44701.31,2025-10-11,crypto_price_bracket,false
54085,Bitcoin price on October 11?,"Will the price of Bitcoin be less than $112,000 on October 11?",Crypto,inferred,YES,True,,0.0145,0.3915,0.9855,79470.99,78318.66,2025-10-11,other,false
54086,Shanghai Rolex Masters: Tallon Griekspoor vs Jannik Sinner,Shanghai Rolex Masters: Tallon Griekspoor vs Jannik Sinner,Other,inferred,YES,False,0.0450,0.5000,0.5000,0.9550,202292.73,193189.56,2025-10-12,other,false
54095,Bitcoin above ___ on October 11?,"Will the price of Bitcoin be above $112,000 on October 11?",Crypto,inferred,NO,False,,0.9970,0.6480,0.9970,166926.00,166425.22,2025-10-11,crypto_price_bracket,false
54095,Bitcoin above ___ on October 11?,"Will the price of Bitcoin be above $114,000 on October 11?",Crypto,inferred,NO,False,,0.9950,0.1325,0.9950,118029.55,117439.40,2025-10-11,crypto_price_bracket,false
54095,Bitcoin above ___ on October 11?,"Will the price of Bitcoin be above $116,000 on October 11?",Crypto,inferred,NO,False,,0.9860,0.0375,0.9860,67010.24,66072.10,2025-10-11,crypto_price_bracket,false
54095,Bitcoin above ___ on October 11?,"Will the price of Bitcoin be above $118,000 on October 11?",Crypto,inferred,NO,False,,0.9600,0.0055,0.9600,116402.90,111746.79,2025-10-11,crypto_price_bracket,false
54096,Ethereum price on October 11?,"Will the price of Ethereum be less than $4,000 on October 11?",Crypto,inferred,YES,True,,0.0175,0.7665,0.9825,64784.67,63650.94,2025-10-11,other,false
54097,Solana above ___ on October 11?,Will the price of Solana be above $190 on October 11?,Crypto,inferred,NO,False,,0.9835,0.3455,0.9835,20169.56,19836.77,2025-10-11,crypto_price_bracket,false
54097,Solana above ___ on October 11?,Will the price of Solana be above $200 on October 11?,Crypto,inferred,NO,False,,0.9900,0.4545,0.9900,60279.51,59676.71,2025-10-11,crypto_price_bracket,false
54097,Solana above ___ on October 11?,Will the price of Solana be above $210 on October 11?,Crypto,inferred,NO,False,,0.9680,0.0080,0.9680,32530.35,31489.38,2025-10-11,crypto_price_bracket,false
54098,Solana price on October 11?,Will the price of Solana be between $180 and $190 on October 11?,Crypto,inferred,YES,True,,0.0065,0.5505,0.9935,29045.08,28856.29,2025-10-11,other,false
54099,XRP above ___ on October 11?,Will the price of XRP be above $2.50 on October 11?,Crypto,inferred,NO,False,,0.9815,0.4660,0.9815,22871.76,22448.63,2025-10-11,crypto_price_bracket,false
54099,XRP above ___ on October 11?,Will the price of XRP be above $2.60 on October 11?,Crypto,inferred,NO,False,,0.9760,0.5005,0.9760,14868.64,14511.79,2025-10-11,crypto_price_bracket,false
54100,XRP price on October 11?,Will the price of XRP be less than $2.50 on October 11?,Crypto,inferred,YES,True,,0.0060,0.5000,0.9940,46770.57,46489.95,2025-10-11,other,false
54519,Ethereum above ___ on October 12?,"Will the price of Ethereum be above $4,000 on October 12?",Crypto,inferred,YES,False,,0.1415,0.0175,0.9825,159802.82,157006.27,2025-10-12,crypto_price_bracket,false
54543,Solana above ___ on October 12?,Will the price of Solana be above $190 on October 12?,Crypto,inferred,YES,False,,0.2385,0.0195,0.9805,56347.73,55248.95,2025-10-12,crypto_price_bracket,false
54549,Solana price on October 12?,Will the price of Solana be less than $190 on October 12?,Crypto,inferred,NO,True,,0.7410,0.9690,0.9690,115388.56,111811.52,2025-10-12,other,false
54549,Solana price on October 12?,Will the price of Solana be between $190 and $200 on October 12?,Crypto,inferred,YES,True,,0.1760,0.0335,0.9665,59831.96,57827.59,2025-10-12,other,false
54763,What price will Bitcoin hit October 6-12?,"Will Bitcoin dip to $114,000 October 6-12?",Crypto,inferred,YES,False,,0.0170,0.0170,0.9830,139629.57,137255.86,2025-10-13,crypto_price_bracket,false
54763,What price will Bitcoin hit October 6-12?,"Will Bitcoin dip to $116,000 October 6-12?",Crypto,inferred,YES,False,,0.0500,0.0500,0.9500,156786.47,148947.15,2025-10-13,crypto_price_bracket,false
54771,What price will Ethereum hit October 6-12?,"Will Ethereum dip to $4,000 October 6-12?",Crypto,inferred,YES,False,,0.0480,0.0480,0.9520,182203.00,173457.25,2025-10-13,crypto_price_bracket,false
54771,What price will Ethereum hit October 6-12?,"Will Ethereum dip to $3,900 October 6-12?",Crypto,inferred,YES,False,,0.0240,0.0240,0.9760,245883.31,239982.11,2025-10-13,crypto_price_bracket,false
54790,What price will XRP hit October 6-12?,Will XRP dip to $2.40 October 6-12?,Crypto,inferred,YES,False,,0.0090,0.0090,0.9910,30471.98,30197.73,2025-10-13,crypto_price_bracket,false
54790,What price will XRP hit October 6-12?,Will XRP dip to $2.30 October 6-12?,Crypto,inferred,YES,False,,0.0030,0.0030,0.9970,111190.65,110857.08,2025-10-13,crypto_price_bracket,false
55117,# of views of “The Fate of Ophelia” on Friday?,Will “The Fate of Ophelia” have between 45–50 million views on Friday at noon?,Other,inferred,YES,True,,0.0160,0.0005,0.9995,26558.98,26545.70,2025-10-10,other,false
55437,São Tomé e Príncipe vs. Malawi,Will São Tomé e Príncipe win on 2025-10-13?,Sports,inferred,YES,True,,0.0450,0.0445,0.9555,33057.38,31586.33,2025-10-13,other,false
55597,Highest temperature in London on October 9?,Will the highest temperature in London be 59°F or below on October 9?,Other,inferred,YES,True,,0.0135,0.0055,0.9945,58732.16,58409.14,2025-10-09,other,false
57012,Ethereum price on October 16?,"Will the price of Ethereum be less than $3,900 on October 16?",Crypto,inferred,YES,True,,0.1100,0.0210,0.9790,143064.27,140059.92,2025-10-16,other,false
57359,Highest temperature in London on October 14?,Will the highest temperature in London be between 56-57°F on October 14?,Other,inferred,YES,True,,0.0315,0.1860,0.9685,12783.26,12380.59,2025-10-14,other,false
57502,XRP Up or Down on October 12?,XRP Up or Down on October 12?,Crypto,inferred,YES,False,,0.5050,0.0335,0.9665,17799.28,17203.00,2025-10-12,other,false
57719,Will Trump pardon CZ by October 31?,Will Trump pardon CZ by October 31?,Politics,inferred,YES,False,0.0460,0.0460,0.0460,0.9540,381337.13,363795.62,2025-10-31,other,false
59458,"Elon Musk # tweets October 17 - October 24, 2025?","Will Elon Musk post 280-299 tweets from October 17 to October 24, 2025?",Tech,inferred,YES,True,0.0410,0.2585,0.5140,0.9590,485714.61,465800.31,2025-10-24,musk_tweet_bracket,false
59639,Bitcoin price on October 21?,"Will the price of Bitcoin be between $112,000 and $114,000 on October 21?",Crypto,inferred,YES,True,,0.2315,0.0285,0.9715,94694.74,91995.94,2025-10-21,other,false
59652,Ethereum price on October 21?,"Will the price of Ethereum be between $4,000 and $4,100 on October 21?",Crypto,inferred,YES,True,,0.2800,0.0430,0.9570,12303.19,11774.16,2025-10-21,other,false
59657,Bitcoin above ___ on October 21?,"Will the price of Bitcoin be above $112,000 on October 21?",Crypto,inferred,YES,False,,0.3550,0.0120,0.9880,260720.52,257591.87,2025-10-21,crypto_price_bracket,false
61178,"Elon Musk # tweets October 21 - October 28, 2025?","Will Elon Musk post 180-199 tweets from October 21 to October 28, 2025?",Tech,inferred,YES,True,0.0400,0.0650,0.7085,0.9600,380367.08,365152.40,2025-10-28,musk_tweet_bracket,false
61811,Bitcoin Up or Down on October 21?,Bitcoin Up or Down on October 21?,Crypto,inferred,YES,False,,0.5000,0.0295,0.9705,505029.74,490131.36,2025-10-21,other,false
62043,What price will Ethereum hit October 20-26?,"Will Ethereum reach $4,200 October 20-26?",Crypto,inferred,YES,False,,0.0315,0.4245,0.9685,325227.83,314983.16,2025-10-27,crypto_price_bracket,false
